Android,JP,LINE,0,0,0,0,0,0,0,29,30,41,41,0,0,0,0,0,32,,
Android,TH,LINE,1,0,0,0,0,0,0,7,7,12,8,0,0,0,0,0,0,,
iOS,TW,LINE,1,1,1,1,1,1,1,12,13,17,17,0,0,0,0,0,6,,
iOS,TW,LINE,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
iOS,TW,LINE,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,,
iOS,TW,LINE,0,1,0,0,0,0,0,12,12,17,13,0,0,0,0,0,0,,
iOS,SG,LINE,1,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
Android,US,Guest,0,0,0,0,0,0,0,9,10,14,14,0,0,0,0,0,3,,
Android,TW,LINE,1,1,1,1,1,1,1,77,75,100,100,0,0,0,0,35,0,,
Android,TW,LINE,0,1,1,1,0,1,1,76,77,89,94,0,0,0,0,0,6,,
iOS,TW,LINE,0,0,0,0,0,0,0,10,10,15,12,0,0,0,0,0,0,,
Android,TW,LINE,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
Android,JP,LINE,1,0,0,1,1,0,0,9,9,14,9,0,0,0,0,0,0,,
Android,JP,LINE,0,1,1,1,1,1,1,10,10,15,10,0,0,0,0,0,0,,
iOS,TW,Guest,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,,
Android,TW,LINE,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
Android,TW,LINE,0,1,1,0,0,0,0,4,4,9,4,0,0,0,0,0,0,,
iOS,JP,LINE,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
iOS,JP,LINE,1,0,0,0,0,0,0,8,9,14,13,0,0,0,0,0,0,,
Android,MX,LINE,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
Android,TW,LINE,1,1,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,,
Android,TW,LINE,1,1,1,0,0,0,0,19,19,24,20,0,0,0,0,0,0,,
iOS,TW,LINE,0,0,0,0,0,0,0,10,10,15,13,0,0,0,0,0,0,,
iOS,JP,LINE,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,,
iOS,TW,LINE,1,1,1,0,0,0,0,10,10,15,10,0,0,0,0,0,0,,
Android,JP,LINE,1,0,0,0,0,0,0,14,14,20,16,0,0,0,0,0,0,,
Android,JP,LINE,1,0,0,0,0,1,0,1,1,6,1,0,0,0,0,0,0,,
Android,TW,Guest,0,0,0,0,0,0,0,14,14,19,16,0,0,0,0,0,3,,
iOS,JP,LINE,1,0,1,1,1,1,1,,0,5,0,0,0,0,0,0,0,,
iOS,JP,LINE,0,0,0,0,0,0,0,19,19,25,22,0,0,0,0,0,0,,
iOS,TW,LINE,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
iOS,JP,LINE,0,0,0,0,0,0,0,1,1,7,2,0,0,0,0,0,0,,
Android,JP,LINE,1,0,0,0,0,0,0,12,13,23,19,0,0,0,0,0,0,,
iOS,TW,LINE,0,1,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
iOS,TW,LINE,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
iOS,JP,LINE,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
iOS,TW,LINE,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
iOS,TW,LINE,1,0,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,,
iOS,TW,LINE,0,0,0,0,0,0,0,10,10,15,11,0,0,0,0,0,0,,
Android,JP,LINE,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
Android,TW,LINE,1,0,0,0,0,0,0,9,10,20,20,0,0,0,0,0,3,,
iOS,TW,LINE,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
iOS,TW,LINE,0,0,0,1,1,1,0,2,2,7,2,0,0,0,0,0,0,,
iOS,TW,LINE,0,0,0,0,0,0,0,10,10,15,11,0,0,0,0,0,3,,
Android,TH,LINE,1,1,1,1,1,1,0,1,1,6,1,0,0,0,0,0,0,,
Android,TW,LINE,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
Android,TW,LINE,1,1,1,1,1,1,1,19,20,60,60,0,0,0,10,0,8,,
iOS,JP,LINE,1,1,1,1,1,1,0,29,29,36,34,0,0,0,0,0,0,,
iOS,JP,Guest,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
iOS,TW,LINE,0,0,0,0,0,0,0,11,11,16,13,0,0,0,0,0,0,,
iOS,JP,LINE,0,0,0,0,0,0,0,19,20,26,26,0,0,0,0,0,0,,
Android,TH,LINE,1,1,1,1,1,1,1,61,62,78,73,0,30,0,10,0,0,,
Android,TW,LINE,1,0,0,0,0,0,0,11,11,16,11,0,0,0,0,0,0,,
Android,TH,LINE,0,1,1,0,0,0,0,6,7,25,11,0,0,0,0,0,0,,
iOS,TW,LINE,1,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
iOS,JP,Guest,0,0,0,0,0,0,0,13,13,18,13,0,0,0,0,0,0,,
iOS,TW,LINE,0,0,0,0,0,0,0,11,11,16,11,0,0,0,0,0,0,,
iOS,TW,LINE,1,1,0,0,1,1,0,11,11,16,11,0,0,0,0,0,3,,
Android,TW,LINE,1,1,1,1,1,1,1,9,10,28,24,0,0,0,0,0,0,,
Android,JP,LINE,0,0,0,0,0,0,0,10,10,15,10,0,0,0,0,0,0,,
Android,TW,Guest,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
Android,TW,LINE,0,1,0,0,0,0,0,10,10,15,10,0,0,0,0,0,0,,
Android,TW,LINE,1,1,1,1,1,1,0,25,26,30,30,0,0,0,0,0,0,,
iOS,TW,LINE,0,0,0,0,0,0,0,7,7,12,7,0,0,0,0,0,0,,
Android,JP,LINE,0,0,0,0,0,0,0,19,20,25,25,0,0,0,0,35,8,,
Android,TW,LINE,0,0,0,0,0,0,0,6,7,11,11,0,0,0,0,0,4,,
iOS,TH,Guest,0,0,0,0,0,0,0,4,4,9,4,0,0,0,0,0,0,,
iOS,JP,LINE,0,0,0,0,0,0,0,5,5,10,5,0,0,0,0,0,0,,
Android,TW,LINE,0,0,0,0,0,0,0,11,11,16,12,0,0,0,0,0,0,,
Android,JP,LINE,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,,
Android,TW,LINE,1,1,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
iOS,TW,Guest,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,,
Android,TW,LINE,0,0,0,0,0,1,0,1,1,7,1,0,0,0,0,0,0,,
iOS,JP,Guest,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,,
Android,TW,LINE,1,1,1,1,1,1,1,19,20,30,30,0,0,0,0,0,0,,
Android,JP,LINE,1,1,1,1,0,1,1,15,16,32,32,0,0,0,0,0,12,,
Android,TH,LINE,0,0,0,0,0,0,0,6,6,11,6,0,0,0,0,0,0,,
iOS,JP,LINE,1,1,1,0,0,0,0,9,9,15,12,0,0,0,0,0,0,,
Android,TW,LINE,1,1,1,1,1,1,1,,0,5,0,0,0,0,0,0,0,,
iOS,JP,LINE,1,1,1,1,1,1,1,37,38,49,49,0,0,0,0,0,0,,
Android,TW,LINE,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,,
Android,TH,LINE,1,1,1,1,1,1,1,14,15,21,21,0,0,0,0,0,3,,
